stop_id,stop_lat,stop_lon,stop_name
de:09674:17039,50.101768,10.855916,Hemmendorf
de:09473:16410,50.136823,10.896573,Schottenstein Abzw
de:09473:15218,50.150082,10.918654,Schleifenhan
de:09473:15217,50.163238,10.934482,Rossach Abzw B 4
tmp-92,50.2205429,11.0493598,Ebersdorf bei Coburg
de:09473:15215,50.17718,10.94926,Großheirath Ortsmitte
tmp-93,50.0943461,10.7950972,"Ebern, Ebern (VGem)"
de:09478:27219,50.10787,10.992397,"Bad Staffelstein, Obermaintherme"
osm:w149418005,50.10795184929576,10.994023448709486,P+R-Parkplatz
de:09473:17405,50.310445,11.024826,Oberwohlsbach Abzw Staatsstr
de:09473:75499,50.31239,11.026578,Oberwohlsbach
de:09473:17406,50.324922,11.03177,Waltersdorf
tmp-94,50.332519,11.0326301,"Mittelberg, Rödental"
de:09474:9070,49.718401,11.061549,Forchheim Marktplatz
de:09474:9036,49.705587,11.0664,Forchheim Benzstr.
de:09474:9071,49.69969,11.059501,Forchheim OBI
de:09474:9529,49.70776,10.978608,Oesdorf Siedlerstr.
tmp-95,49.7097619,10.8908195,Adelsdorf
de:09478:27200,50.108256,10.994238,Bad Staffelstein
tmp-96,50.1064259,10.9886803,Bad Staffelstein Auwaldstraße
de:09363:31,49.678647,12.166585,Weiden Justizgebäude/Klinikum
de:09362:14004,49.00998,12.058706,Regensburg Dechbetten-TELIS FINANZ
de:09362:14002,49.010805,12.058832,Dechbetten
tmp-97,49.0098829,12.0631622,"McDonald's, Regensburg"
de:09363:70,49.67978,12.153577,Weiden Keplerstraße
de:09363:71,49.680832,12.147495,Weiden Firma Seltmann
de:09363:72,49.681408,12.141629,Weiden Aichingerstraße
de:09363:152,49.681536,12.139455,Weiden Frühlingstraße
de:09363:153,49.683024,12.132188,Weiden Weidingweg 28
de:09363:171,49.684227,12.126502,Weiden Weidingweg 52
de:09363:154,49.685087,12.122226,Weiden Weidingweg/Fußgängerbrücke
de:09363:155,49.685697,12.116755,Weiden In der Weiding 15
de:09374:7449,49.799495,11.916053,Grünbach bei Trabitz
de:09377:7544,49.812893,11.903863,Troglau
de:09377:7546,49.845007,11.889715,"Löschwitz, Bushaltestelle"
de:09377:7549,49.865006,11.866484,Oberndorf bei Kemnath
de:09377:7550,49.868683,11.853836,Neuwirtshaus
de:09472:22923,49.873726,11.833265,Wirbenz B22
de:09472:22903,49.877078,11.814427,Lettenhof b. Speichersdorf
de:09472:22765,49.910278,11.660617,Lehen Bundesstr.
de:09462:22152,49.934846,11.58321,Bayreuth Kreuzsteinbad
de:09462:22178,49.936864,11.576436,Bayreuth Mühlhofer Stift
de:09462:22012,49.940356,11.572268,Bayreuth Ämtergebäude
tmp-98,49.9427202,11.5763079,Bayreuth
de:14627:5026,51.291688,13.531575,Großenhain Frauenmarkt
de:14627:5022,51.288688,13.525089,Großenhain Herrmannstr. / LRA
de:14627:5025,51.287272,13.523148,"GRH, Cottb. Bf. (Ersatz)"
de:14627:5028,51.28598,13.521666,Großenhain Parkstraße
de:14627:5041,51.282744,13.52093,Großenhain Priestewitzer Str
de:14627:5101,51.254613,13.509018,Priestewitz Abzw Strießen
de:14627:5102,51.249463,13.505479,Priestewitz Meißner Straße
de:14627:5104,51.244678,13.503421,Priestewitz Abzw Porschütz
de:14627:5155,51.236455,13.502622,Wantewitz B 101
de:14627:5153,51.232496,13.503664,Piskowitz  (b GRH)
de:14627:5151,51.228159,13.505272,Gävernitz
de:14627:4119,51.203968,13.506098,Ockrilla Abzweig Jessen
de:14627:4115,51.195717,13.50573,Ockrilla An der Siedlung
de:14627:4118,51.19226,13.503655,Ockrilla Abzweig Diera
de:14627:4068,51.184822,13.499128,Meißen Baumschule
de:14627:4059,51.176584,13.494923,Meißen Bohnitzscher Str
de:14627:4064,51.175159,13.493522,Meißen Gerichtsweg
de:14627:4063,51.172467,13.494151,Meißen Trinitatiskirchweg
de:14627:4062,51.169403,13.493926,Meißen Bennoweg
de:14627:4061,51.16791,13.49266,Meißen Gartenstraße
osm:w166647000,51.16628821629423,13.473920838988128,Elbkai
de:14627:4522,51.148541,13.439039,Schletta Ziegelscheune
de:14627:4525,51.138086,13.41686,Abzweig Löthain
de:14627:4580,51.129292,13.390593,Görna
de:14627:4587,51.10641,13.368512,Soppen
de:14627:4560,51.093446,13.356098,Katzenberg
de:14627:4573,51.085338,13.348112,Neugohla
de:14627:4575,51.077466,13.341976,Wendischbora
de:09374:7018,49.723477,12.160584,"Altenstadt, Abzw. Parkst. Str."
de:09374:7019,49.726131,12.163342,"Altenstadt, Waldnaabbrücke"
osm:w605005642,49.72762404662907,12.169090527333285,P+R-Parkplatz
de:09374:7725,49.718878,12.181299,"Aich, Abzw"
de:09374:7724,49.716328,12.186788,"Roschau, Abzw"
de:09374:7723,49.707359,12.195043,"Görnitz, Abzw"
de:09374:7071,49.705814,12.209829,"Wilchenreuth/Edeldorf, Abzw"
de:09374:7072,49.689887,12.224041,Theisseil
de:09374:7073,49.687109,12.227275,"Theisseil, Abzw"
de:09374:7502,49.683082,12.239249,"Letzau, Waldcafe"
de:09374:7074,49.67885,12.244657,"Letzau, Abzw"
de:09374:8050,49.674775,12.252113,Sparrerwirtshaus
de:09374:7075,49.663746,12.276736,"Zeßmannsrieth, Abzw"
de:09374:7076,49.657606,12.292061,"Erpetshof, Abzw"
de:09374:7077,49.638476,12.310629,"Waldau, Weiher"
tmp-99,49.571628,12.3440873,"Pfreimd, Vohenstrauß"
de:09775:1741,48.388097,10.002669,Neu-Ulm Fachoberschule
de:09775:1724,48.385156,10.003935,Neu-Ulm Memminger Straße
de:09775:1742,48.38376,10.004933,Neu-Ulm Dietrich-Kino
de:08436:8043,47.781863,9.605739,RV Meersburger Brücke
de:08436:8145,47.778338,9.612027,Ravensburg Rudolfstraße
de:08436:8144,47.77975,9.612764,Ravensburg Hirschgraben
de:08436:8020,47.780076,9.613249,RV Kornhaus
tmp-100,47.7811014,9.612468,Ravensburg
de:08115:2325,48.798009,9.030719,Leonberg Golfplatz
de:08115:7473,48.693507,8.994966,Sindelf. M.-Benz Kundencenter
osm:w164372550,48.43050168686602,8.745348370619999,P+R-Parkplatz
osm:w161359734,48.38385673652495,8.725200305175525,P+R-Parkplatz
osm:w40429724,48.1774906719114,8.573611421105888,P+R-Parkplatz
osm:w105789199,48.082061330486965,8.590264323624208,P+R-Parkplatz
de:08326:1825,47.893679,8.419604,Döggingen Wendeplatz Posthaus
de:08315:6134,47.889571,8.409605,Unadingen Auf Heiden
osm:w106447856,47.91003420746007,8.210300519209106,P+R-Parkplatz Bahnhof Neustadt
osm:w135576017,47.90462807969767,8.15887936609829,Parkplatz Parkstraße (P3)
osm:w81203127,47.903772254393175,8.157267930372566,Parkplatz Parkstraße (P3)
de:16056:1700804,50.975025,10.318804,"Eisenach, Markt"
de:16056:1700867,50.969891,10.32438,"Eisenach, Wandelhalle"
de:16056:1700863,50.967939,10.321961,"Eisenach, Wartburgallee / Kurstraße"
de:16056:1700870,50.966293,10.319609,"Eisenach, Prinzenteich P+R"
de:16056:1700872,50.964401,10.316323,"Eisenach, Liliengrund"
de:16056:1700864,50.962656,10.315263,Esa Jugendherb.
de:16056:1700877,50.960194,10.313331,"Eisenach, Mariental (Drachenschlucht)"
de:16056:1700874,50.959171,10.31192,"Eisenach, Mariental"
osm:w79378269,50.932521183227784,10.318778367120231,Hohe Sonne
de:16063:210710,50.919253,10.307208,"Wilhelmsthal, Schloss"
de:16063:210711,50.907589,10.308297,Altenberger See
de:16063:210713,50.894915,10.298448,Etterwinden
de:16063:210714,50.892267,10.29959,"Etterwinden, Nürnberger Straße"
de:16066:2200296,50.736645,10.360821,"Fambach, B 19"
de:16066:2200388,50.718096,10.36855,"Niederschmalkalden, Zwick"
de:16066:2200292,50.681179,10.354545,Kreuzung Bonndorf
de:16066:2200291,50.663843,10.368528,"Wasungen, Markt"
de:16066:2200823,50.660564,10.371638,"Wasungen, Schule"
de:16066:8013215,50.617512,10.390883,Walldorf (Werra)
de:16066:2200124,50.599426,10.411517,"Meiningen, Welkershausen"
de:16066:2200123,50.591839,10.41235,"Meiningen, Seniorenheim"
de:16066:2200105,50.588025,10.412412,"Meiningen, Am Stein"
de:16066:2200132,50.587006,10.418534,"Meiningen, Dolmarstraße"
de:16066:2200155,50.589856,10.431511,"Meiningen, Helba"
de:09673:80097,50.422824,10.350119,"Roßrieht, Autohof Mellrichstädter Höhe Nord"
de:09773:5552,48.577561,10.411851,"Lauingen, Riedhauser Straße"
de:09773:5510,48.573282,10.417879,"Lauingen, Firma Fahr"
de:09773:5477,48.572105,10.425865,"Lauingen, Hauptschule"
de:09773:5544,48.571998,10.428569,"Lauingen, Gymnasium"
osm:w474021238,47.63276225545029,8.307253945435303,Parkplatz Haltepunkt Lauchringen West
de:08337:6762,47.666763,8.372577,Wutöschingen Bahnhof
de:08337:4157,47.677409,8.378578,Ofteringen
de:08337:6133,47.693628,8.396553,Eggingen Bahnhof
de:08337:4170,47.74521,8.450021,Stühlingen Lindenweg
de:08337:4164,47.767845,8.475704,Weizen B 314
de:08337:6761,47.768762,8.47671,Weizen Bahnhof
de:08337:4166,47.785237,8.495529,Grimmelshofen Ort
de:08326:1116,47.848991,8.55365,Blumberg Nordwerk
de:08326:1673,47.863114,8.544658,Hondingen Abzw.
de:08326:1102,47.883758,8.530582,Fürstenberg Abzw.
de:08326:1107,47.914202,8.503965,Hüfingen Lehrhof
osm:w105789136,48.08181056229426,8.589609873306832,P+R-Parkplatz
osm:w42276442,48.695899719057614,9.017940459846228,S-Bahn Goldberg
de:09176:8773,48.57976,11.345273,"Waidhofen, Ostendstr."
de:09186:7849,48.594259,11.409044,"Hohenwart, Abz Eulenried"
de:09186:7848,48.602428,11.423795,Hohenwart-Weichenried
osm:w122934471,48.6732539788805,11.45966512900626,Parkplatz Bahnhof Baar-Ebenhausen
de:09186:9024,48.674937,11.460096,Baar-Ebenhausen
de:09186:7561,48.700527,11.451202,"Manching, B13 Abz Brautlach"
de:09186:7562,48.706479,11.445175,"Oberstimm, Max-Immelmann-Kas."
de:09186:7563,48.711026,11.444878,"Oberstimm, B13"
de:09161:7564,48.721641,11.43965,"IN, Hennenbühlstraße"
de:09161:7565,48.725955,11.440979,"Unsernherrn, Schule"
de:09161:8505,48.726619,11.442372,"IN, St. Salvator"
de:09161:7566,48.735833,11.43868,"IN, Schneiderbauerstraße"
de:09161:7567,48.739541,11.436488,"IN, Klinik Dr.Reiser"
de:09161:8901,48.740614,11.437359,"IN, Elisabethstraße"
osm:w282865820,48.95495914772609,10.181963300331729,Landfahrerparkplatz
osm:n6435540623,50.0526635,8.5899629,P9 - Frankfurt Flughafen Terminal 2
osm:w284275996,50.052068069159525,8.585344242096344,P8 - Frankfurt Flughafen Terminal 2
osm:w125005400,50.05264385301534,8.577989482503154,P36 XXL-Parking
osm:n1389896499,50.0504388,8.5668702,P3 - Frankfurt Flughafen Terminal 1
de:06414:6006,50.060694,8.282951,Wiesbaden-Erbenheim Im Hahn
de:06414:6013,50.06476,8.272586,Wiesbaden Siegfriedring
de:06414:6008,50.066699,8.268391,Wiesbaden Abraham-Lincoln-Straße/SAMSIC
de:06414:25890,50.068147,8.263624,Wiesbaden Friedenstraße
de:06414:6009,50.072497,8.256918,Wiesbaden Berliner Straße
de:06414:6010,50.074742,8.25374,Wiesbaden Langenbeckplatz/St.-Josefs-Hospital
de:06414:25362,50.078605,8.248501,Wiesbaden Humboldtstraße
de:06414:25659,50.079725,8.246583,Wiesbaden Bierstadter Straße
de:08125:5393,49.191708,9.22276,Neckarsulm Museum
de:08125:4499,49.190123,9.221961,Neckarsulm Friedrichstraße
osm:w37071193,49.1887590334886,9.218502849596067,P+R
de:08125:8938,49.17862,9.231025,Neckarsulm Bechtleplatz / Südtangente
de:14612:220,51.08228,13.691259,Dresden P+R Kaditz
de:14612:573,51.078019,13.690576,Dresden Gewerbegebiet Kaditz
de:14612:208,51.07373,13.69072,Dresden Übigau
de:14612:571,51.069169,13.689687,Dresden Werftstraße
de:14612:188,51.061548,13.690361,Dresden Flügelweg
